=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:06:43
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,3.6
Макс VR,10
Дней сигнала,1
ATR мин %,1.3
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.55
Макс дн. доходность %,10
VR подтверждение,1.5
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,22
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,3.6
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,863
Средняя доходность %,4.57
Медианная доходность %,1.62
Win rate %,67.7
Profit factor,5.62
Sharpe,2.63
Макс просадка %,38.78
Общая доходность %,1933719858.07
CAGR %,0.00
Макс выигрыш %,108.22
Макс проигрыш %,-22.12
Ср. выигрыш %,8.22
Ср. проигрыш %,3.06
Макс серия побед,17
Макс серия потерь,6
Ср. удержание дней,5.1
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
193,STSB,S2,STRONG,6.30,3.19,2018-01-23,2018-01-24,2018-01-31,0.36,0.28,-22.12,5,cat_stop
194,RNFT,S2,STRONG,5.81,3.09,2018-01-29,2018-01-30,2018-02-07,602.96,616.47,2.24,6,ts_extend
195,MRKS,S2,ULTRA,9.24,3.91,2018-01-30,2018-01-31,2018-02-08,0.13,0.13,-0.23,6,ts_extend
196,MVID,S1,STRONG,5.19,1.93,2018-02-02,2018-02-05,2018-02-13,420.67,438.65,4.27,6,ts_extend
197,PMSB,S2,BASE,4.92,2.11,2018-02-14,2018-02-15,2018-02-22,80.53,80.97,0.55,5,max_hold
198,KZOS,S2,ULTRA,7.28,2.22,2018-02-14,2018-02-15,2018-03-02,81.13,88.24,8.76,10,ts_extend
199,VTBR,S1,BASE,3.84,1.93,2018-02-22,2018-02-26,2018-03-05,273.59,270.17,-1.25,5,ts_extend
200,MRKV,S2,BASE,5.00,2.35,2018-02-22,2018-02-26,2018-03-05,0.12,0.12,-1.47,5,ts_extend
201,BISVP,S2,STRONG,5.89,2.21,2018-03-02,2018-03-05,2018-03-19,4.03,3.99,-0.82,7,max_hold
202,RTSBP,S2,BASE,3.82,3.36,2018-03-20,2018-03-21,2018-03-22,0.30,0.24,-22.12,1,cat_stop
203,NFAZ,S2,BASE,4.91,5.43,2018-03-20,2018-03-21,2018-03-29,114.18,112.40,-1.56,5,ts_extend
204,WTCM,S2,ULTRA,8.79,9.52,2018-03-27,2018-03-28,2018-04-05,8.51,8.73,2.49,6,ts_extend
205,SAGO,S2,ULTRA,8.30,2.64,2018-03-28,2018-03-29,2018-04-06,0.40,0.47,16.48,6,ts_extend
206,RKKE,S2,STRONG,5.40,4.63,2018-04-04,2018-04-05,2018-04-13,5829.31,6375.94,9.38,6,ts_extend
207,DVEC,S2,BASE,3.77,4.73,2018-04-09,2018-04-10,2018-04-17,1.11,1.14,2.27,5,ts_extend
208,NVTK,S1,BASE,3.70,2.96,2018-04-10,2018-04-11,2018-04-18,744.59,746.00,0.19,5,ts_extend
209,SNGS,S1,BASE,4.37,1.90,2018-04-10,2018-04-11,2018-04-18,29.30,29.39,0.30,5,ts_extend
210,WTCM,S2,BASE,4.69,6.24,2018-04-17,2018-04-18,2018-04-25,8.01,8.12,1.36,5,ts_extend
211,AQUA,S2,BASE,4.08,7.55,2018-04-27,2018-04-28,2018-05-07,202.32,254.97,26.02,5,ts_extend
212,MRKY,S2,ULTRA,7.18,3.94,2018-04-27,2018-04-28,2018-05-08,0.06,0.06,4.89,6,ts_extend
213,LSNG,S2,STRONG,5.33,3.62,2018-05-07,2018-05-08,2018-05-17,6.46,6.45,-0.01,6,ts_extend
214,RZSB,S2,BASE,3.76,3.72,2018-05-16,2018-05-17,2018-05-24,3.69,3.74,1.49,5,ts_extend
215,ARSA,S2,ULTRA,8.90,3.78,2018-05-23,2018-05-24,2018-06-06,3.31,3.38,2.34,6,ts_extend
216,TNSE,S2,ULTRA,8.81,1.46,2018-06-05,2018-06-06,2018-06-14,1277.04,1252.05,-1.96,6,ts_extend
217,ARSA,S2,BASE,4.33,4.39,2018-06-18,2018-06-19,2018-06-27,4.08,4.13,1.42,5,ts_extend
218,ALRS,S1,BASE,4.42,2.00,2018-06-21,2018-06-22,2018-06-29,98.66,99.32,0.67,5,ts_extend
219,KRSB,S2,BASE,3.98,1.84,2018-06-26,2018-06-27,2018-07-04,4.47,4.44,-0.61,5,ts_extend
220,KMAZ,S2,BASE,3.96,1.82,2018-07-05,2018-07-06,2018-07-13,57.84,62.46,7.99,5,ts_extend
221,YKENP,S2,BASE,4.14,3.10,2018-07-13,2018-07-16,2018-07-23,0.25,0.26,5.45,5,ts_extend
222,MRKZ,S2,BASE,4.83,4.68,2018-07-23,2018-07-24,2018-07-31,0.07,0.07,9.40,5,ts_extend
223,NMTP,S2,STRONG,5.52,2.75,2018-07-23,2018-07-24,2018-08-01,6.42,6.43,0.07,6,ts_extend
224,KMAZ,S2,STRONG,5.12,4.10,2018-08-02,2018-08-03,2018-08-13,68.41,67.59,-1.20,6,ts_extend
225,ALRS,S1,BASE,3.67,2.10,2018-08-07,2018-08-08,2018-08-15,98.86,97.46,-1.42,5,ts_extend
226,VRSBP,S2,BASE,3.81,13.94,2018-08-10,2018-08-13,2018-10-03,20.03,22.16,10.65,5,max_hold
227,KRKOP,S2,STRONG,5.84,2.18,2018-10-02,2018-10-03,2018-10-11,3.98,3.91,-1.76,6,ts_extend
228,FESH,S2,BASE,4.29,6.29,2018-10-12,2018-10-15,2018-10-22,5.12,5.32,3.86,5,ts_extend
229,MAGE,S2,ULTRA,7.53,7.45,2018-10-12,2018-10-15,2018-10-23,2.29,2.34,2.16,6,ts_extend
230,RGSS,S2,ULTRA,7.75,5.08,2018-10-22,2018-10-23,2018-10-31,0.33,0.42,24.56,6,ts_extend
231,LKOH,S1,ULTRA,8.62,2.20,2018-10-24,2018-10-25,2018-11-02,4950.91,4906.07,-0.91,6,ts_extend
232,VGSB,S2,BASE,4.37,6.08,2018-10-30,2018-10-31,2018-11-14,0.84,0.79,-5.09,5,max_hold
233,GCHE,S2,STRONG,5.75,1.73,2018-11-15,2018-11-16,2018-11-26,1117.79,1098.14,-1.76,6,ts_extend
234,NKHP,S2,BASE,4.71,1.99,2018-11-28,2018-11-29,2018-12-06,243.39,245.11,0.71,5,max_hold
235,ROLO,S2,STRONG,6.55,2.95,2018-12-05,2018-12-06,2018-12-14,0.24,0.26,7.19,6,ts_extend
236,MAGE,S2,BASE,3.72,4.85,2018-12-18,2018-12-19,2018-12-26,2.81,2.90,3.18,5,ts_extend
237,AKRN,S2,STRONG,6.77,1.79,2018-12-26,2018-12-27,2019-01-09,4623.39,4640.98,0.38,6,ts_extend
238,KMEZ,S2,BASE,3.93,2.58,2019-01-10,2019-01-11,2019-01-18,374.60,381.96,1.96,5,ts_extend
239,MGNT,S1,BASE,3.64,2.26,2019-01-17,2019-01-18,2019-01-25,4158.64,4356.07,4.75,5,ts_extend
240,RTGZ,S2,ULTRA,7.14,1.40,2019-01-17,2019-01-18,2019-01-21,14923.84,14876.16,-0.32,1,rotate_atr20
241,AMEZ,S2,STRONG,6.60,2.00,2019-01-17,2019-01-18,2019-01-25,4.41,4.28,-2.95,5,rotate_atr20
242,SLEN,S2,STRONG,6.58,2.65,2019-01-18,2019-01-21,2019-01-28,4.73,4.70,-0.53,5,rotate_atr20
243,LIFE,S2,BASE,4.32,5.70,2019-01-24,2019-01-25,2019-02-01,6.95,7.14,2.68,5,ts_extend
244,AQUA,S2,BASE,4.36,4.34,2019-01-25,2019-01-28,2019-02-04,142.73,144.71,1.39,5,ts_extend
245,KMEZ,S2,BASE,4.30,4.24,2019-02-01,2019-02-04,2019-02-11,404.65,710.75,75.65,5,ts_extend
246,KRSBP,S2,STRONG,5.14,3.35,2019-02-01,2019-02-04,2019-02-13,4.46,4.72,5.80,6,ts_extend
247,RASP,S1,STRONG,5.75,1.90,2019-02-11,2019-02-12,2019-02-20,152.86,155.64,1.81,6,ts_extend
248,ROST,S2,BASE,4.09,3.10,2019-02-11,2019-02-12,2019-02-19,72.12,70.99,-1.56,5,ts_extend
249,AQUA,S2,BASE,4.58,3.56,2019-02-12,2019-02-13,2019-02-20,154.25,157.02,1.80,5,ts_extend
250,FESH,S2,STRONG,6.58,3.67,2019-02-18,2019-02-19,2019-02-27,5.20,5.21,0.07,6,ts_extend
251,WTCMP,S2,STRONG,5.13,2.52,2019-02-18,2019-02-21,2019-02-25,6.77,6.87,1.45,2,rotate_atr20
252,MAGEP,S2,BASE,4.62,5.55,2019-02-22,2019-02-25,2019-03-04,2.57,3.31,28.94,5,ts_extend
253,PLZL,S2,BASE,4.24,2.12,2019-02-26,2019-02-27,2019-03-06,545.87,538.48,-1.35,5,ts_extend
254,SAGO,S2,BASE,3.86,5.69,2019-03-04,2019-03-05,2019-03-18,0.36,0.38,5.89,5,ts_extend
255,MRKY,S2,BASE,4.72,3.36,2019-03-11,2019-03-12,2019-03-19,0.07,0.09,37.50,5,ts_extend
256,TRNFP,S2,BASE,4.87,1.61,2019-03-15,2019-03-18,2019-03-25,1742.28,1770.48,1.62,5,ts_extend
257,KCHEP,S2,BASE,3.98,6.45,2019-03-18,2019-03-19,2019-03-28,0.30,0.29,-4.64,5,max_hold
258,MTSS,S1,BASE,3.79,1.56,2019-03-21,2019-03-22,2019-03-29,265.42,262.55,-1.08,5,ts_extend
259,RTSBP,S2,ULTRA,7.69,4.34,2019-03-27,2019-03-28,2019-04-05,0.25,0.24,-1.71,6,ts_extend
260,CHMK,S2,BASE,4.74,1.90,2019-04-08,2019-04-09,2019-04-16,2849.55,2844.98,-0.16,5,ts_extend
261,IRKT,S2,ULTRA,8.94,2.43,2019-04-18,2019-04-19,2019-04-29,43.07,43.00,-0.16,6,ts_extend
262,CNTLP,S2,STRONG,5.58,4.50,2019-05-06,2019-05-07,2019-05-16,18.81,18.61,-1.08,6,ts_extend
263,AQUA,S2,BASE,4.38,6.22,2019-05-16,2019-05-17,2019-05-24,221.35,294.34,32.97,5,ts_extend
264,MTLRP,S2,STRONG,6.27,1.56,2019-05-17,2019-05-20,2019-05-23,113.28,112.22,-0.94,3,rotate_atr20
265,MRKS,S2,BASE,4.58,5.19,2019-05-22,2019-05-23,2019-05-30,0.28,0.30,5.24,5,ts_extend
266,PMSBP,S2,BASE,3.96,2.45,2019-05-27,2019-05-28,2019-06-04,98.16,99.43,1.29,5,ts_extend
267,PMSB,S2,STRONG,5.26,4.62,2019-05-29,2019-05-30,2019-06-04,104.97,81.74,-22.12,3,cat_stop
268,GAZP,S1,STRONG,5.24,2.69,2019-06-03,2019-06-04,2019-06-13,230.53,233.45,1.27,6,ts_extend
269,AFLT,S1,STRONG,5.29,1.72,2019-06-03,2019-06-04,2019-06-13,96.49,95.65,-0.88,6,ts_extend
270,LNZLP,S2,STRONG,6.54,2.05,2019-06-03,2019-06-04,2019-06-13,2744.38,2696.15,-1.76,6,ts_extend
271,MSNG,S2,STRONG,5.36,1.45,2019-06-13,2019-06-14,2019-06-17,2.45,2.41,-1.46,1,rotate_atr20
272,BELU,S2,ULTRA,8.10,4.07,2019-06-13,2019-06-14,2019-06-25,478.76,473.55,-1.09,7,ts_extend
273,MRKZ,S2,STRONG,5.90,2.44,2019-06-14,2019-06-17,2019-06-24,0.07,0.07,-4.25,5,rotate_atr20
274,APTK,S2,STRONG,5.37,4.47,2019-06-21,2019-06-24,2019-07-02,10.02,13.70,36.82,6,ts_extend
275,UNKL,S2,STRONG,7.09,1.98,2019-06-24,2019-06-25,2019-06-28,2534.05,2555.90,0.86,3,rotate_atr20
276,MGNT,S1,BASE,3.79,1.99,2019-06-26,2019-06-27,2019-07-04,3797.07,3826.87,0.78,5,max_hold
277,OGKB,S2,BASE,3.96,3.00,2019-06-27,2019-06-28,2019-07-05,0.55,0.58,5.48,5,ts_extend
278,TASB,S2,STRONG,5.20,2.93,2019-07-01,2019-07-02,2019-07-10,0.25,0.27,6.79,6,ts_extend
279,AFLT,S1,STRONG,5.26,1.80,2019-07-04,2019-07-05,2019-07-15,110.18,108.38,-1.63,6,ts_extend
280,MFGSP,S2,STRONG,5.49,1.32,2019-07-04,2019-07-05,2019-07-08,406.15,424.32,4.47,1,rotate_atr20
281,TGKB,S2,STRONG,6.80,2.75,2019-07-05,2019-07-08,2019-07-15,0.00,0.00,-9.46,5,rotate_atr20
282,MGTS,S2,STRONG,5.42,1.89,2019-07-09,2019-07-10,2019-07-12,2048.27,1896.96,-7.39,2,rotate_atr20
283,KMEZ,S2,BASE,4.39,4.08,2019-07-11,2019-07-12,2019-07-19,529.85,561.12,5.90,5,ts_extend
284,AVAN,S2,BASE,4.03,5.69,2019-07-12,2019-07-15,2019-07-22,691.10,689.10,-0.29,5,ts_extend
285,UPRO,S2,BASE,3.76,1.58,2019-07-25,2019-07-26,2019-08-02,2.66,2.66,-0.05,5,ts_extend
286,LNZL,S2,BASE,3.79,2.75,2019-08-06,2019-08-07,2019-08-14,6690.69,9204.35,37.57,5,ts_extend
287,MTLR,S2,BASE,4.43,3.54,2019-08-26,2019-08-27,2019-09-03,61.85,62.25,0.66,5,ts_extend
288,UKUZ,S2,BASE,3.70,2.00,2019-09-02,2019-09-03,2019-09-10,536.86,553.25,3.05,5,ts_extend
289,VTBR,S1,STRONG,6.93,1.87,2019-09-04,2019-09-05,2019-09-13,210.36,212.70,1.11,6,ts_extend
290,LSNG,S2,BASE,3.95,1.34,2019-09-10,2019-09-11,2019-09-18,5.80,6.99,20.52,5,ts_extend
291,SIBN,S1,BASE,3.77,1.47,2019-09-16,2019-09-17,2019-09-24,423.68,419.51,-0.98,5,ts_extend
292,DVEC,S2,ULTRA,8.70,2.37,2019-09-27,2019-09-30,2019-10-08,1.10,1.10,-0.51,6,ts_extend
293,PIKK,S2,BASE,4.12,2.13,2019-10-08,2019-10-09,2019-10-16,385.62,379.61,-1.56,5,ts_extend
294,MTSS,S1,STRONG,5.51,1.39,2019-10-09,2019-10-10,2019-10-18,273.19,268.39,-1.76,6,ts_extend
295,SNGS,S1,BASE,4.31,2.11,2019-10-23,2019-10-24,2019-10-31,43.62,48.15,10.38,5,ts_extend
296,MGTSP,S2,BASE,3.90,1.35,2019-10-25,2019-10-28,2019-11-05,1830.92,1840.87,0.54,5,ts_extend
297,GAZP,S1,BASE,3.68,1.77,2019-10-30,2019-10-31,2019-11-08,260.42,268.43,3.08,5,ts_extend
298,MSRS,S2,BASE,4.28,2.39,2019-11-01,2019-11-05,2019-11-12,1.01,1.06,4.84,5,ts_extend
299,VTBR,S1,BASE,3.75,1.84,2019-11-08,2019-11-11,2019-11-18,235.13,236.26,0.48,5,ts_extend
300,MRKC,S2,BASE,4.80,1.49,2019-11-11,2019-11-12,2019-11-19,0.27,0.27,0.11,5,ts_extend
301,MSTT,S2,STRONG,6.36,2.20,2019-11-11,2019-11-12,2019-11-20,123.00,124.38,1.12,6,ts_extend
302,AVAN,S2,BASE,4.06,7.84,2019-11-21,2019-11-22,2019-11-29,711.14,700.06,-1.56,5,ts_extend
303,ROLO,S2,BASE,4.92,6.78,2019-11-21,2019-11-22,2019-11-29,0.45,0.47,4.22,5,ts_extend
304,CHGZ,S2,STRONG,5.20,5.77,2019-12-02,2019-12-03,2019-12-18,31.05,38.31,23.40,6,ts_extend
305,MVID,S1,ULTRA,7.35,1.88,2019-12-05,2019-12-06,2019-12-17,605.17,606.30,0.19,7,ts_extend
306,TNSE,S2,BASE,4.47,2.09,2019-12-17,2019-12-18,2019-12-25,961.54,946.56,-1.56,5,ts_extend
307,NSVZ,S2,STRONG,5.96,2.44,2019-12-25,2019-12-26,2020-01-09,236.88,236.76,-0.05,6,ts_extend
308,CHMK,S2,ULTRA,9.13,1.65,2020-01-08,2020-01-09,2020-01-13,2759.41,2710.66,-1.77,2,rotate_atr20
309,KOGK,S2,ULTRA,9.53,1.67,2020-01-08,2020-01-09,2020-01-14,498.80,465.25,-6.72,3,rotate_atr20
310,VSMO,S2,ULTRA,7.38,2.62,2020-01-10,2020-01-13,2020-01-15,24439.04,24760.32,1.31,2,rotate_atr20
311,VJGZP,S2,STRONG,5.61,3.43,2020-01-13,2020-01-14,2020-01-16,390.62,383.39,-1.85,2,rotate_atr20
312,MISBP,S2,ULTRA,9.79,4.50,2020-01-14,2020-01-15,2020-01-23,10.02,10.39,3.76,6,ts_extend
313,MGNT,S1,STRONG,5.49,1.36,2020-01-15,2020-01-16,2020-01-21,3630.80,3833.86,5.59,3,rotate_atr20
314,RTKM,S1,STRONG,6.34,1.37,2020-01-15,2020-01-16,2020-01-24,86.03,86.31,0.32,6,ts_extend
315,TTLK,S2,STRONG,5.28,6.37,2020-01-15,2020-01-16,2020-01-24,0.36,0.38,6.70,6,ts_extend
316,RUAL,S1,STRONG,5.50,2.29,2020-01-20,2020-01-21,2020-01-29,37.91,37.24,-1.76,6,ts_extend
317,AFKS,S1,STRONG,5.90,2.02,2020-01-23,2020-01-24,2020-02-03,18.07,18.33,1.46,6,ts_extend
318,KCHE,S2,BASE,4.33,3.40,2020-01-24,2020-01-27,2020-02-03,0.18,0.19,9.80,5,ts_extend
319,RBCM,S2,STRONG,5.23,4.83,2020-02-03,2020-02-04,2020-02-12,4.49,4.49,0.01,6,ts_extend
320,RTSBP,S2,BASE,5.03,2.58,2020-02-11,2020-02-12,2020-02-20,0.26,0.28,8.23,5,ts_extend
321,RTSB,S2,BASE,3.84,3.15,2020-02-20,2020-02-21,2020-03-02,0.36,0.35,-1.56,5,ts_extend
322,YKEN,S2,STRONG,6.88,4.66,2020-02-25,2020-02-26,2020-03-05,0.39,0.39,0.35,6,ts_extend
323,RTKMP,S2,BASE,3.82,2.29,2020-02-28,2020-03-02,2020-03-10,76.92,77.08,0.20,5,ts_extend
324,AVAN,S2,STRONG,5.19,5.78,2020-04-01,2020-04-02,2020-04-10,676.08,707.35,4.62,6,ts_extend
325,CNTLP,S2,STRONG,6.80,3.54,2020-04-10,2020-04-13,2020-04-21,17.93,18.47,3.02,6,ts_extend
326,KGKC,S2,ULTRA,7.28,5.91,2020-04-14,2020-04-15,2020-04-24,52.08,62.75,20.48,6,ts_extend
327,MGTSP,S2,STRONG,6.21,3.95,2020-04-24,2020-04-27,2020-05-06,2331.72,2395.15,2.72,6,ts_extend
328,TTLK,S2,STRONG,5.96,4.19,2020-05-08,2020-05-12,2020-05-20,0.33,0.32,-1.76,6,ts_extend
329,PRMB,S2,STRONG,6.20,5.29,2020-05-19,2020-05-20,2020-05-28,20432.64,29472.77,44.24,6,ts_extend
330,AFLT,S1,BASE,3.88,2.35,2020-05-27,2020-05-28,2020-06-04,79.33,86.24,8.71,5,ts_extend
331,KLSB,S2,ULTRA,8.71,3.92,2020-05-27,2020-05-28,2020-05-29,11.63,11.43,-1.69,1,rotate_atr20
332,KCHEP,S2,ULTRA,9.66,4.18,2020-05-27,2020-05-28,2020-06-05,0.39,0.38,-0.59,6,ts_extend
333,KCHE,S2,BASE,4.23,6.57,2020-05-28,2020-05-29,2020-06-05,0.20,0.23,10.54,5,ts_extend
334,MTLR,S1,BASE,4.36,2.31,2020-06-04,2020-06-05,2020-06-15,70.75,70.39,-0.52,5,ts_extend
335,MRKU,S2,BASE,3.94,3.12,2020-06-05,2020-06-08,2020-06-16,0.16,0.16,-0.74,5,ts_extend
336,KLSB,S2,BASE,3.63,3.63,2020-06-16,2020-06-17,2020-06-25,11.92,12.21,2.41,5,ts_extend
337,MISBP,S2,BASE,4.43,3.53,2020-06-23,2020-06-25,2020-07-03,12.02,12.99,8.11,5,ts_extend
338,LNZLP,S2,ULTRA,8.05,2.09,2020-07-07,2020-07-08,2020-07-14,3926.27,3998.59,1.84,4,rotate_atr20
339,KAZTP,S2,ULTRA,7.53,3.03,2020-07-07,2020-07-08,2020-07-16,153.04,151.18,-1.22,6,ts_extend
340,KRKOP,S2,STRONG,5.30,3.31,2020-07-13,2020-07-14,2020-07-20,6.25,6.15,-1.68,4,rotate_atr20
341,URKZ,S2,ULTRA,8.27,4.27,2020-07-15,2020-07-16,2020-07-24,162.06,184.52,13.86,6,ts_extend
342,YRSBP,S2,ULTRA,7.80,5.11,2020-07-17,2020-07-20,2020-07-28,86.64,90.20,4.11,6,ts_extend
343,VTBR,S1,BASE,3.90,1.46,2020-07-20,2020-07-21,2020-07-28,190.65,194.42,1.98,5,ts_extend
344,UWGN,S2,BASE,4.62,1.60,2020-07-23,2020-07-24,2020-07-27,238.28,237.62,-0.28,1,rotate_atr20
345,RUSI,S2,ULTRA,8.55,3.94,2020-07-24,2020-07-27,2020-07-30,40.66,31.67,-22.12,3,cat_stop
346,KROT,S2,ULTRA,8.13,3.83,2020-07-27,2020-07-28,2020-08-05,390.62,387.27,-0.86,6,ts_extend
347,AMEZ,S2,BASE,4.06,2.58,2020-07-29,2020-07-30,2020-08-06,4.31,5.36,24.20,5,ts_extend
348,KAZTP,S2,ULTRA,9.03,2.63,2020-08-04,2020-08-05,2020-08-12,149.04,148.76,-0.19,5,rotate_atr20
349,RTKM,S1,BASE,3.80,1.96,2020-08-05,2020-08-06,2020-08-13,96.71,98.02,1.35,5,max_hold
350,RASP,S1,BASE,4.53,2.24,2020-08-05,2020-08-06,2020-08-13,111.34,114.00,2.39,5,ts_extend
351,TTLK,S2,BASE,3.71,2.26,2020-08-05,2020-08-06,2020-08-10,0.32,0.31,-2.38,2,rotate_atr20
352,MISBP,S2,BASE,4.36,3.85,2020-08-07,2020-08-10,2020-08-17,12.62,12.90,2.19,5,ts_extend
353,YKEN,S2,STRONG,5.41,4.01,2020-08-11,2020-08-12,2020-08-20,0.48,0.51,7.11,6,ts_extend
354,GCHE,S2,BASE,4.40,1.57,2020-08-17,2020-08-18,2020-08-25,1881.51,1933.41,2.76,5,ts_extend
355,MVID,S2,BASE,4.66,3.23,2020-08-25,2020-08-26,2020-09-02,585.44,584.75,-0.12,5,ts_extend
356,FESH,S2,BASE,4.23,2.94,2020-09-10,2020-09-11,2020-09-18,8.27,9.73,17.56,5,ts_extend
357,RUAL,S1,BASE,4.90,3.28,2020-09-18,2020-09-21,2020-10-02,32.69,32.49,-0.63,5,ts_extend
358,GEMA,S2,STRONG,5.53,1.43,2020-09-24,2020-09-25,2020-09-28,61.60,60.90,-1.13,1,rotate_atr20
359,YAKG,S2,BASE,3.84,1.73,2020-09-24,2020-09-25,2020-10-02,48.78,54.09,10.90,5,ts_extend
360,ENPG,S2,BASE,3.77,2.52,2020-09-25,2020-09-28,2020-10-05,705.63,868.75,23.12,5,ts_extend
361,AFKS,S1,BASE,5.04,3.17,2020-10-02,2020-10-05,2020-10-12,23.23,23.74,2.20,5,ts_extend
362,AQUA,S2,BASE,4.31,2.51,2020-10-02,2020-10-05,2020-10-12,256.41,258.41,0.78,5,ts_extend
363,MRKS,S2,BASE,4.34,1.87,2020-10-09,2020-10-12,2020-10-19,0.27,0.28,3.44,5,ts_extend
364,BLNG,S2,BASE,3.89,2.81,2020-10-16,2020-10-19,2020-10-26,4.29,4.28,-0.25,5,ts_extend
365,MISB,S2,STRONG,6.19,1.85,2020-10-26,2020-10-27,2020-11-05,12.62,12.58,-0.36,6,ts_extend
366,TTLK,S2,BASE,3.71,3.02,2020-11-06,2020-11-09,2020-11-16,0.38,0.38,0.35,5,ts_extend
367,MRKC,S2,STRONG,5.42,2.30,2020-11-06,2020-11-09,2020-11-17,0.32,0.32,-0.00,6,ts_extend
368,RUAL,S1,BASE,4.15,3.69,2020-11-09,2020-11-10,2020-11-17,32.45,33.27,2.55,5,ts_extend
369,RASP,S1,STRONG,5.96,2.90,2020-11-09,2020-11-10,2020-11-18,125.20,154.02,23.02,6,ts_extend
370,MTLR,S1,BASE,4.90,2.91,2020-11-16,2020-11-17,2020-11-24,59.85,60.54,1.16,5,ts_extend
371,CHGZ,S2,BASE,3.93,3.64,2020-11-16,2020-11-17,2020-11-24,53.49,58.47,9.33,5,ts_extend
372,IGSTP,S2,ULTRA,7.36,4.72,2020-11-16,2020-11-17,2020-11-25,849.36,963.76,13.47,6,ts_extend
373,GEMA,S2,ULTRA,7.53,2.94,2020-11-23,2020-11-24,2020-12-02,63.35,64.71,2.14,6,ts_extend
374,BISVP,S2,ULTRA,7.32,2.66,2020-11-24,2020-11-25,2020-11-27,9.67,10.00,3.50,2,rotate_atr20
375,MAGE,S2,STRONG,5.74,4.16,2020-11-26,2020-11-27,2020-12-07,6.89,7.14,3.65,6,ts_extend
376,MAGN,S1,ULTRA,9.02,2.96,2020-11-30,2020-12-01,2020-12-09,43.67,48.64,11.39,6,ts_extend
377,AMEZ,S2,STRONG,6.62,2.24,2020-12-01,2020-12-02,2020-12-10,5.75,6.27,9.01,6,ts_extend
378,LVHK,S2,ULTRA,7.59,2.30,2020-12-04,2020-12-07,2020-12-15,8.27,9.31,12.58,6,ts_extend
379,MGNT,S1,BASE,3.67,2.16,2020-12-09,2020-12-10,2020-12-17,5393.12,5462.56,1.29,5,ts_extend
380,MAGE,S2,BASE,5.05,4.38,2020-12-09,2020-12-10,2020-12-17,7.88,8.64,9.65,5,ts_extend
381,AMEZ,S2,BASE,4.95,4.21,2020-12-14,2020-12-15,2020-12-22,7.26,9.84,35.57,5,ts_extend
382,MRKU,S2,BASE,4.65,2.16,2020-12-21,2020-12-22,2020-12-29,0.15,0.18,18.91,5,ts_extend
383,MTLR,S1,BASE,3.69,3.99,2020-12-28,2020-12-29,2021-01-08,79.33,80.65,1.67,5,ts_extend
384,KRSB,S2,BASE,4.71,2.70,2020-12-28,2020-12-29,2021-01-06,8.36,7.93,-5.21,4,rotate_atr20
385,NKHP,S2,STRONG,6.02,3.59,2020-12-28,2020-12-29,2021-01-11,339.54,514.79,51.61,6,ts_extend
386,MAGEP,S2,STRONG,5.46,4.18,2021-01-05,2021-01-06,2021-01-15,7.12,7.35,3.19,6,ts_extend
387,GAZAP,S2,ULTRA,8.39,2.51,2021-01-08,2021-01-11,2021-01-18,426.68,361.42,-15.29,5,rotate_atr20
388,LSNG,S2,ULTRA,9.69,2.66,2021-01-14,2021-01-15,2021-01-25,7.29,7.55,3.53,6,ts_extend
389,VJGZP,S2,ULTRA,7.55,5.39,2021-01-15,2021-01-18,2021-01-26,885.41,1390.25,57.02,6,ts_extend
390,SLEN,S2,STRONG,6.22,4.44,2021-01-25,2021-01-26,2021-02-03,6.09,6.07,-0.30,6,ts_extend
391,RASP,S1,STRONG,5.15,2.14,2021-01-26,2021-01-27,2021-02-04,162.26,176.84,8.98,6,ts_extend
392,LIFE,S2,BASE,5.09,2.34,2021-02-03,2021-02-04,2021-02-11,7.06,7.09,0.45,5,ts_extend
393,MVID,S1,ULTRA,9.82,2.15,2021-02-08,2021-02-09,2021-02-17,795.47,821.70,3.30,6,ts_extend
394,TGKN,S2,ULTRA,7.81,2.13,2021-02-19,2021-02-20,2021-03-02,0.00,0.00,-1.14,6,ts_extend
395,GCHE,S2,BASE,4.99,2.31,2021-03-04,2021-03-05,2021-03-15,2373.79,2431.52,2.43,5,ts_extend
396,URKZ,S2,BASE,4.90,2.37,2021-03-12,2021-03-15,2021-03-22,177.68,178.97,0.72,5,ts_extend
